"name"	"AverageShortestPathLength"	"BetweennessCentrality"	"ClosenessCentrality"	"ClusteringCoefficient"	"Degree"	"Eccentricity"	"IsSingleNode"	"NeighborhoodConnectivity"	"NumberOfDirectedEdges"	"NumberOfUndirectedEdges"	"PartnerOfMultiEdgedNodePairs"	"Radiality"	"selected"	"SelfLoops"	"shared.name"	"Stress"	"TopologicalCoefficient"	"hub"	"Genus"	"otu_Genus"
"101"	"Otu00109"	2.13008130081301	0.00043490142913225	0.469465648854962	0.6	11	5	"false"	35.4545454545455	0	11	0	0.982342479674797	"false"	0	"Otu00109"	78	0.340909090909091	"no"	"g__Massilia"	"Otu00109_g__Massilia"
"102"	"Otu00110"	2	0.014587643242345	0.5	0.454545454545455	22	3	"false"	23.2727272727273	0	22	0	0.984375	"false"	0	"Otu00110"	2622	0.23042304230423	"no"	"g__Wautersiella"	"Otu00110_g__Wautersiella"
"103"	"Otu00111"	2.2520325203252	0.00029008056757358	0.444043321299639	0.357142857142857	8	4	"false"	30	0	8	0	0.980436991869919	"false"	0	"Otu00111"	60	0.351470588235294	"no"	"o__Solirubrobacterales_unclassified"	"Otu00111_o__Solirubrobacterales_unclassified"
"104"	"Otu00112"	2.35772357723577	0.000137862723687931	0.424137931034483	0.333333333333333	4	4	"false"	31.5	0	4	0	0.978785569105691	"false"	0	"Otu00112"	30	0.416666666666667	"no"	"o__B07_WMSP1_unclassified"	"Otu00112_o__B07_WMSP1_unclassified"
"105"	"Otu00113"	2.17073170731707	0.0010710216658273	0.460674157303371	0.327272727272727	11	4	"false"	24.5454545454545	0	11	0	0.981707317073171	"false"	0	"Otu00113"	186	0.268731268731269	"no"	"k__Bacteria_unclassified"	"Otu00113_k__Bacteria_unclassified"
"106"	"Otu00114"	2.08130081300813	0.00214116701865172	0.48046875	0.294871794871795	13	4	"false"	25.0769230769231	0	13	0	0.983104674796748	"false"	0	"Otu00114"	342	0.251748251748252	"no"	"f__[Kouleothrixaceae]_unclassified"	"Otu00114_f__[Kouleothrixaceae]_unclassified"
"107"	"Otu00115"	3.04065040650406	0	0.328877005347594	0	1	5	"false"	15	0	1	0	0.968114837398374	"false"	0	"Otu00115"	0	0	"no"	"o__Acidimicrobiales_unclassified"	"Otu00115_o__Acidimicrobiales_unclassified"
"108"	"Otu00116"	1.91056910569106	0.0235137076758402	0.523404255319149	0.467391304347826	24	3	"false"	23.4583333333333	0	24	0	0.985772357723577	"false"	0	"Otu00116"	3774	0.213257575757576	"no"	"g__Rahnella"	"Otu00116_g__Rahnella"
"109"	"Otu00117"	1.98373983739837	0.00159867767945763	0.504098360655738	0.43956043956044	14	4	"false"	31.5714285714286	0	14	0	0.98462906504065	"false"	0	"Otu00117"	368	0.281887755102041	"no"	"c__Acidobacteria-5_unclassified"	"Otu00117_c__Acidobacteria-5_unclassified"
"110"	"Otu00118"	2.27642276422764	0.000482664686822781	0.439285714285714	0.19047619047619	7	4	"false"	23.2857142857143	0	7	0	0.980055894308943	"false"	0	"Otu00118"	94	0.282186948853616	"no"	"g__Candidatus_Solibacter"	"Otu00118_g__Candidatus_Solibacter"
"111"	"Otu00119"	2.50406504065041	8.91229134049653e-05	0.399350649350649	0.333333333333333	4	4	"false"	24	0	4	0	0.976498983739837	"false"	0	"Otu00119"	14	0.40948275862069	"no"	"g__Methylibium"	"Otu00119_g__Methylibium"
"112"	"Otu00120"	1.91056910569106	0.024516674439217	0.523404255319149	0.485714285714286	21	3	"false"	24.1428571428571	0	21	0	0.985772357723577	"false"	0	"Otu00120"	3542	0.215136054421769	"no"	"f__Enterobacteriaceae_unclassified"	"Otu00120_f__Enterobacteriaceae_unclassified"
"113"	"Otu00121"	2.43089430894309	0.000134578594904991	0.411371237458194	0.533333333333333	6	5	"false"	26	0	6	0	0.977642276422764	"false"	0	"Otu00121"	22	0.361111111111111	"no"	"f__[Kouleothrixaceae]_unclassified"	"Otu00121_f__[Kouleothrixaceae]_unclassified"
"114"	"Otu00122"	2.14634146341463	0.000551149249769545	0.465909090909091	0.19047619047619	7	4	"false"	29.8571428571429	0	7	0	0.982088414634146	"false"	0	"Otu00122"	146	0.304860088365243	"no"	"g__Mycobacterium"	"Otu00122_g__Mycobacterium"
"115"	"Otu00123"	2.27642276422764	7.40444562915574e-06	0.439285714285714	0.833333333333333	4	4	"false"	42	0	4	0	0.980055894308943	"false"	0	"Otu00123"	2	0.482758620689655	"no"	"c__S085_unclassified"	"Otu00123_c__S085_unclassified"
"116"	"Otu00124"	2.23577235772358	0.000525118750158928	0.447272727272727	0.464285714285714	8	4	"false"	26.625	0	8	0	0.980691056910569	"false"	0	"Otu00124"	106	0.306034482758621	"no"	"f__Koribacteraceae_unclassified"	"Otu00124_f__Koribacteraceae_unclassified"
"117"	"Otu00126"	2.01626016260163	0.00575200610900796	0.495967741935484	0.276190476190476	15	4	"false"	27.1333333333333	0	15	0	0.98412093495935	"false"	0	"Otu00126"	966	0.255345911949686	"no"	"g__Iamia"	"Otu00126_g__Iamia"
"118"	"Otu00127"	2.1219512195122	0.000510384290763429	0.471264367816092	0.444444444444444	9	4	"false"	33.1111111111111	0	9	0	0.982469512195122	"false"	0	"Otu00127"	124	0.331111111111111	"no"	"o__Acidimicrobiales_unclassified"	"Otu00127_o__Acidimicrobiales_unclassified"
"119"	"Otu00128"	2.52845528455285	2.1001700329969e-05	0.395498392282958	0.333333333333333	3	4	"false"	28.6666666666667	0	3	0	0.976117886178862	"false"	0	"Otu00128"	4	0.497076023391813	"no"	"g__Steroidobacter"	"Otu00128_g__Steroidobacter"
"120"	"Otu00130"	2.17073170731707	0.00323382297745312	0.460674157303371	0.266666666666667	6	3	"false"	28.3333333333333	0	6	0	0.981707317073171	"false"	0	"Otu00130"	808	0.296491228070175	"no"	"o__Solirubrobacterales_unclassified"	"Otu00130_o__Solirubrobacterales_unclassified"
"121"	"Otu00132"	2.63414634146341	0	0.37962962962963	1	2	5	"false"	31	0	2	0	0.974466463414634	"false"	0	"Otu00132"	0	0.584905660377358	"no"	"g__Dokdonella"	"Otu00132_g__Dokdonella"
"122"	"Otu00133"	2.43089430894309	6.05818278749106e-06	0.411371237458194	0.666666666666667	3	5	"false"	40.3333333333333	0	3	0	0.977642276422764	"false"	0	"Otu00133"	2	0.537777777777778	"no"	"o__Ellin5290_unclassified"	"Otu00133_o__Ellin5290_unclassified"
"123"	"Otu00134"	2.2520325203252	0.000136512999381907	0.444043321299639	0.5	5	4	"false"	37.2	0	5	0	0.980436991869919	"false"	0	"Otu00134"	24	0.422727272727273	"no"	"g__Candidatus_Solibacter"	"Otu00134_g__Candidatus_Solibacter"
"124"	"Otu00135"	2.33333333333333	3.77134142049229e-05	0.428571428571429	0.80952380952381	7	5	"false"	35.7142857142857	0	7	0	0.979166666666667	"false"	0	"Otu00135"	8	0.425170068027211	"no"	"c__Gemmatimonadetes_unclassified"	"Otu00135_c__Gemmatimonadetes_unclassified"
